#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 1082: Grand Targhee, WY
# 
# Data items provided in this file:
#
# Element Name                Value Type  Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent       Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Precipitation Accumulation  Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Air Temperature Average     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency                                            
# Air Temperature Maximum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Minimum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency                                            
# Snow Depth                  Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           SNWD          Total snow depth                                                                                   
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  K      Estimate            Estimate
#  C      Correction          A different equation has been applied to the original sensor voltage
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
#  M      Missing             Value is missing
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Grand Targhee (1082) 
# Wyoming  SNOTEL Site - 9260 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: Apr 22, 2026, 3:04:41 PM GMT-08:00
#
Date,Grand Targhee (1082) Snow Water Equivalent (in) Start of Day Values,Grand Targhee (1082) Precipitation Accumulation (in) Start of Day Values,Grand Targhee (1082) Air Temperature Average (degF),Grand Targhee (1082) Air Temperature Maximum (degF),Grand Targhee (1082) Air Temperature Minimum (degF),Grand Targhee (1082) Snow Depth (in) Start of Day Values
2016-11-14,9.0,12.1,36.0,38.1,32.0,22
2016-11-15,9.0,12.1,38.7,43.9,33.1,22
2016-11-16,9.0,12.1,23.5,35.6,16.2,22
2016-11-17,9.6,12.3,12.7,18.3,6.3,25
2016-11-18,9.9,12.3,14.2,25.9,5.2,28
2016-11-19,10.3,12.7,30.9,34.7,25.0,32
2016-11-20,10.3,12.8,35.2,41.2,29.5,31
2016-11-21,10.3,12.8,25.9,30.9,21.4,31
2016-11-22,11.0,13.2,18.3,23.5,12.7,38
2016-11-23,11.0,13.2,19.6,25.5,14.7,37
2016-11-24,11.7,13.6,13.8,19.4,10.8,36
2016-11-25,11.7,13.7,24.1,29.1,17.8,35
2016-11-26,11.9,13.8,28.2,34.9,24.8,37
2016-11-27,12.0,13.8,19.4,26.8,13.6,37
2016-11-28,13.4,14.8,12.9,15.6,8.6,48
2016-11-29,14.1,15.2,10.9,16.5,7.9,52
2016-11-30,14.2,15.2,11.3,17.6,8.2,
2016-12-01,14.3,15.4,11.7,21.0,8.1,
2016-12-02,14.6,15.6,7.5,19.6,2.7,
2016-12-03,14.6,15.6,10.0,13.6,6.4,
2016-12-04,14.8,15.9,16.7,19.9,13.6,
2016-12-05,16.0,16.6,-0.6,18.0,-8.7,
2016-12-06,16.0,16.6,-2.7,7.2,-9.0,
2016-12-07,16.0,16.6,-5.3,4.6,-11.9,
2016-12-08,16.0,16.6,1.9,14.0,-10.3,
2016-12-09,16.4,16.9,19.4,23.5,14.0,
2016-12-10,17.3,17.5,21.6,23.7,16.3,60
2016-12-11,18.5,18.1,11.7,16.3,9.0,59
2016-12-12,19.0,18.5,9.3,12.4,6.3,62
2016-12-13,19.1,18.5,7.0,15.8,4.1,65
2016-12-14,19.1,18.6,12.9,23.7,3.2,66
2016-12-15,19.9,19.2,25.0,26.2,23.5,66
2016-12-16,20.4,19.6,15.4,26.8,-8.7,74
2016-12-17,20.5,19.6,-11.2,-2.6,-16.1,79
2016-12-18,20.5,19.6,-6.5,12.2,-16.1,79
2016-12-19,20.5,19.6,6.1,11.8,-4.2,79
2016-12-20,20.8,20.3,19.2,22.3,11.8,79
2016-12-21,21.7,21.0,7.5,27.9,2.1,82
2016-12-22,21.7,21.0,12.2,30.9,6.6,89
2016-12-23,21.7,21.0,17.4,29.3,8.2,89
2016-12-24,21.9,21.4,21.9,25.3,19.4,89
2016-12-25,22.0,21.7,9.1,22.3,1.4,91
2016-12-26,22.0,21.7,1.2,5.0,-2.2,91
2016-12-27,22.1,21.7,7.9,10.4,0.9,91
2016-12-28,23.2,21.9,5.5,12.4,-0.2,91
2016-12-29,23.2,21.9,13.6,25.7,1.2,92
2016-12-30,23.3,22.1,17.2,21.6,6.6,92
2016-12-31,23.5,22.3,9.1,21.4,1.9,93
2017-01-01,23.5,22.3,8.8,13.3,3.9,93
2017-01-02,23.6,22.3,2.7,6.6,-2.0,93
2017-01-03,23.8,22.3,4.3,6.8,2.1,93
2017-01-04,24.1,22.5,4.6,14.0,-7.8,93
2017-01-05,24.2,22.5,-3.5,13.8,-10.3,94
2017-01-06,24.2,22.5,0.3,9.3,-7.4,94
2017-01-07,24.2,22.6,11.5,21.4,1.9,94
2017-01-08,24.6,23.1,22.5,28.0,16.3,94
2017-01-09,25.7,23.6,20.8,27.5,11.7,98
2017-01-10,25.7,23.6,16.7,21.6,11.1,106
2017-01-11,26.3,24.4,16.7,21.6,7.2,106
2017-01-12,27.0,25.1,7.3,23.5,0.9,112
2017-01-13,27.0,25.1,7.3,29.3,1.2,116
2017-01-14,27.0,25.1,9.1,26.8,5.0,116
2017-01-15,27.0,25.1,12.9,29.8,5.9,116
2017-01-16,27.0,25.1,14.9,30.6,10.2,116
2017-01-17,27.0,25.1,23.9,40.1,15.8,116
2017-01-18,27.1,25.4,26.2,34.7,23.5,115
2017-01-19,27.1,25.4,20.1,24.4,16.3,115
2017-01-20,27.5,25.6,15.4,23.0,11.8,116
2017-01-21,27.5,25.6,15.4,20.3,13.1,116
2017-01-22,28.0,25.9,14.9,19.9,12.9,119
2017-01-23,28.3,26.2,16.9,23.4,12.2,120
2017-01-24,28.3,26.2,9.0,14.7,3.6,120
2017-01-25,28.4,26.2,3.2,8.4,0.7,120
2017-01-26,28.4,26.2,3.9,10.2,-0.8,120
2017-01-27,28.4,26.2,9.9,26.4,-1.1,120
2017-01-28,28.4,26.3,17.2,27.9,11.8,120
2017-01-29,28.5,26.4,23.5,33.8,17.2,119
2017-01-30,28.6,26.4,20.1,24.8,17.2,119
2017-01-31,28.6,26.5,17.6,19.6,16.0,119
2017-02-01,28.6,26.5,16.9,17.6,16.0,119
2017-02-02,28.8,26.8,14.9,18.9,8.1,120
2017-02-03,29.5,27.0,22.1,26.2,16.9,123
2017-02-04,29.6,27.3,22.1,23.4,21.2,123
2017-02-05,29.6,27.5,22.3,25.3,21.0,123
2017-02-06,29.6,27.8,22.5,25.0,17.6,123
2017-02-07,29.6,28.1,19.9,25.9,15.3,123
2017-02-08,30.5,28.7,20.7,27.1,17.4,127
2017-02-09,30.9,29.1,30.6,32.0,27.1,130
2017-02-10,31.8,30.0,25.2,31.6,20.5,130
2017-02-11,32.7,30.7,14.7,27.1,1.8,134
2017-02-12,32.7,30.9,16.2,36.5,2.3,134
2017-02-13,32.7,30.9,24.3,40.3,14.7,133
2017-02-14,32.7,30.9,28.8,47.8,20.5,132
2017-02-15,32.7,30.9,30.6,41.2,25.2,130
2017-02-16,32.9,31.0,29.3,37.4,19.8,128
2017-02-17,33.0,31.0,24.8,38.1,16.5,127
2017-02-18,33.1,31.1,27.0,31.5,24.3,127
2017-02-19,33.6,31.5,22.5,29.1,17.1,129
2017-02-20,34.4,32.2,24.6,27.1,19.4,131
2017-02-21,34.9,32.7,23.2,28.8,16.7,132
2017-02-22,35.1,32.9,14.5,23.7,9.1,132
2017-02-23,35.1,32.9,12.4,18.9,5.0,132
2017-02-24,35.1,32.9,4.6,12.2,0.3,132
2017-02-25,35.3,33.1,0.9,6.1,-1.7,133
2017-02-26,35.5,33.3,5.4,11.8,0.3,133
2017-02-27,35.6,33.4,7.9,17.8,2.8,133
2017-02-28,35.8,33.6,4.6,8.4,-1.3,134
2017-03-01,35.9,33.7,7.5,12.4,-2.0,134
2017-03-02,36.2,33.9,15.4,26.4,9.7,135
2017-03-03,36.2,33.9,22.6,36.9,14.0,135
2017-03-04,36.3,34.0,25.7,30.4,22.1,134
2017-03-05,36.5,34.2,20.1,28.8,8.1,134
2017-03-06,37.4,35.1,5.0,8.1,2.5,138
2017-03-07,37.8,35.5,11.3,17.8,4.1,139
2017-03-08,38.7,35.9,22.3,25.2,17.6,142
2017-03-09,38.8,36.1,27.5,29.8,25.2,142
2017-03-10,39.1,36.1,28.8,31.8,21.7,140
2017-03-11,39.9,36.5,25.0,32.7,16.0,141
2017-03-12,39.9,36.5,23.2,28.8,18.7,140
2017-03-13,39.9,36.5,28.8,35.2,21.7,140
2017-03-14,39.9,36.5,34.7,40.8,30.6,139
2017-03-15,39.9,36.5,37.9,44.6,32.2,138
2017-03-16,39.9,36.5,29.5,36.9,26.4,137
2017-03-17,39.9,36.5,33.8,39.4,26.2,136
2017-03-18,39.9,36.5,41.0,48.0,30.9,135
2017-03-19,40.2,36.7,30.9,37.2,29.7,132
2017-03-20,40.9,37.3,34.0,41.7,29.5,129
2017-03-21,41.1,37.5,37.9,44.2,30.2,128
2017-03-22,41.3,37.5,30.6,41.9,25.9,127
2017-03-23,41.5,37.9,27.5,35.6,19.4,128
2017-03-24,41.5,37.9,28.2,40.1,18.3,128
2017-03-25,41.7,38.0,25.9,33.1,20.7,128
2017-03-26,41.8,38.0,23.7,32.2,15.8,127
2017-03-27,41.9,38.0,25.3,32.4,22.5,126
2017-03-28,42.4,38.4,23.5,34.2,16.3,128
2017-03-29,42.4,38.4,25.7,34.3,16.7,128
2017-03-30,43.0,38.6,30.9,42.4,27.7,129
2017-03-31,43.4,38.9,31.3,38.1,27.5,130
2017-04-01,43.4,38.9,30.4,40.3,22.6,129
2017-04-02,43.4,38.9,25.5,36.0,16.2,128
2017-04-03,44.2,39.2,15.3,24.6,7.2,129
2017-04-04,44.3,39.2,16.2,30.6,5.7,129
2017-04-05,44.3,39.2,24.6,36.3,14.0,129
2017-04-06,44.3,39.4,37.8,46.4,23.2,130
2017-04-07,44.5,39.5,33.4,40.8,23.9,129
2017-04-08,45.5,39.5,24.4,35.8,18.3,128
2017-04-09,46.3,39.5,16.3,21.4,12.2,128
2017-04-10,47.3,39.6,19.9,29.5,11.1,133
2017-04-11,47.3,39.7,25.9,36.3,16.3,133
2017-04-12,47.3,39.8,37.2,46.8,26.8,133
2017-04-13,47.4,39.9,38.3,52.7,22.3,131
2017-04-14,47.4,42.9,19.8,25.3,12.6,125
2017-04-15,48.0,43.2,20.3,30.6,12.7,121
2017-04-16,48.1,43.2,31.6,43.5,19.0,119
2017-04-17,48.2,43.2,30.7,40.1,25.2,116
2017-04-18,48.6,43.6,30.6,38.5,27.3,119
2017-04-19,49.7,44.4,27.7,41.7,22.1,122
2017-04-20,50.2,44.7,27.7,39.0,21.9,127
2017-04-21,51.0,45.3,22.3,30.6,15.8,129
2017-04-22,51.9,46.1,29.3,44.1,15.4,134
2017-04-23,52.0,46.1,33.1,40.3,27.9,131
2017-04-24,52.2,46.2,26.8,32.4,23.5,128
2017-04-25,53.8,47.3,26.2,34.3,20.1,140
2017-04-26,54.8,48.2,23.9,27.9,21.0,144
2017-04-27,54.8,48.6,21.6,29.8,18.3,145
2017-04-28,57.3,50.7,23.0,31.6,17.6,169
2017-04-29,57.6,50.9,25.7,44.4,14.9,167
2017-04-30,57.8,50.9,27.5,34.0,20.7,161
2017-05-01,57.8,51.0,29.5,38.1,24.8,158
2017-05-02,57.7,51.0,30.6,40.1,25.9,153
2017-05-03,58.1,51.1,36.0,48.4,20.3,149
2017-05-04,59.3,51.1,48.0,65.3,32.0,144
2017-05-05,60.4,51.1,51.3,66.0,42.4,138
2017-05-06,59.3,51.2,49.5,60.4,38.1,135
2017-05-07,58.4,51.4,43.0,53.2,33.1,132
2017-05-08,57.7,51.4,41.0,55.0,30.0,129
2017-05-09,57.4,51.5,41.0,53.4,34.7,127
2017-05-10,57.0,51.7,44.1,59.5,32.2,123
2017-05-11,57.2,51.7,48.6,61.9,36.3,
2017-05-12,56.9,51.8,47.5,59.7,29.5,
2017-05-13,56.5,51.8,28.0,37.9,20.5,
2017-05-14,55.1,51.8,32.5,46.4,20.5,
2017-05-15,54.7,51.8,36.7,45.0,28.8,
2017-05-16,54.7,51.8,30.9,39.4,26.4,
2017-05-17,55.2,52.2,19.6,30.2,12.7,
2017-05-18,55.7,52.5,25.9,38.1,16.2,
2017-05-19,55.8,52.6,30.0,39.4,22.3,
2017-05-20,55.9,52.7,33.4,46.6,27.1,
2017-05-21,56.1,52.9,38.7,52.9,27.3,
2017-05-22,56.1,52.9,40.5,49.5,31.6,
2017-05-23,55.5,53.0,45.9,55.9,33.8,
2017-05-24,55.4,53.0,44.8,52.9,32.5,
2017-05-25,54.3,53.0,34.0,45.5,23.0,
2017-05-26,52.5,53.0,30.4,37.9,25.2,
2017-05-27,52.4,53.3,36.1,53.2,25.7,
2017-05-28,52.3,53.4,42.8,56.1,31.8,
2017-05-29,52.2,53.5,47.1,59.5,36.7,
2017-05-30,51.9,53.5,49.6,62.2,38.8,
2017-05-31,51.1,53.5,52.5,66.0,43.9,
2017-06-01,49.9,53.5,49.3,60.6,39.9,
2017-06-02,48.1,53.5,44.2,54.0,35.1,
2017-06-03,46.2,53.5,50.7,62.2,38.8,
2017-06-04,44.2,53.5,55.2,66.9,44.8,
2017-06-05,41.9,53.5,49.1,57.6,41.7,100
2017-06-06,39.3,53.5,53.1,68.7,41.2,97
2017-06-07,37.5,53.5,55.4,71.8,46.4,99
2017-06-08,35.5,53.6,56.5,67.5,43.2,99
2017-06-09,32.7,53.6,40.6,52.7,29.7,96
2017-06-10,31.9,54.1,34.2,42.1,30.6,75
2017-06-11,31.5,54.3,43.7,58.3,30.2,72
2017-06-12,30.4,54.4,36.9,53.1,25.9,70
2017-06-13,30.0,54.8,29.7,34.0,26.4,69
2017-06-14,30.8,55.9,38.1,46.4,30.9,71
2017-06-15,30.3,55.9,46.2,52.2,40.3,68
2017-06-16,28.7,56.0,43.7,46.2,41.0,64
2017-06-17,26.3,56.2,41.9,50.7,36.9,59
2017-06-18,23.8,56.2,45.9,54.7,37.2,56
2017-06-19,21.6,56.2,53.6,63.3,41.0,54
2017-06-20,20.0,56.2,57.9,65.8,51.4,49
2017-06-21,19.0,56.2,56.5,64.2,45.5,45
2017-06-22,18.2,56.2,47.5,55.2,39.2,38
2017-06-23,17.5,56.2,45.5,55.0,35.6,36
2017-06-24,16.2,56.2,49.5,60.4,39.0,29
2017-06-25,14.4,56.2,54.0,65.1,43.2,27
2017-06-26,12.5,56.2,59.0,68.2,48.6,22
2017-06-27,11.0,56.2,48.6,55.8,39.9,17
2017-06-28,8.0,56.4,43.7,50.4,37.4,13
2017-06-29,6.5,56.6,40.5,48.2,34.2,10
2017-06-30,3.0,56.6,46.2,58.3,34.0,8
2017-07-01,0.0,56.6,53.8,64.4,43.2,0
2017-07-02,0.0,56.6,55.0,64.9,43.2,0
2017-07-03,0.0,56.9,58.8,67.5,50.7,0
2017-07-04,0.0,56.9,61.2,69.4,52.9,0
2017-07-05,0.0,56.9,65.1,73.9,57.2,0
2017-07-06,0.0,56.9,64.4,72.5,56.7,0
2017-07-07,0.0,56.9,61.5,70.9,55.2,0
2017-07-08,0.0,56.9,64.2,74.8,54.9,0
2017-07-09,0.0,56.9,61.5,70.3,47.5,0
2017-07-10,0.0,57.1,62.6,67.5,52.0,0
2017-07-11,0.0,57.3,57.9,64.2,52.2,0
2017-07-12,0.0,57.3,58.6,67.1,51.8,0
2017-07-13,0.0,57.3,62.6,72.5,52.2,0
2017-07-14,0.0,57.3,64.2,75.9,55.0,0
2017-07-15,0.0,57.3,64.4,73.9,52.7,0
2017-07-16,0.0,57.5,61.5,68.2,57.0,0
2017-07-17,0.0,57.5,58.8,67.6,53.2,0
2017-07-18,0.0,57.5,60.8,68.7,52.2,0
2017-07-19,0.0,57.6,63.7,71.1,56.7,0
2017-07-20,0.0,57.6,60.1,65.7,54.0,0
2017-07-21,0.0,57.7,57.9,65.3,50.9,0
2017-07-22,0.0,57.7,59.7,68.7,52.2,0
2017-07-23,0.0,57.7,61.0,69.4,52.0,0
2017-07-24,0.0,57.7,61.5,70.7,54.3,0
2017-07-25,0.0,57.7,55.2,60.8,49.3,0
2017-07-26,0.0,57.8,53.2,60.6,46.2,0
2017-07-27,0.0,58.1,51.8,63.0,44.4,0
2017-07-28,0.0,58.6,54.0,64.4,43.0,0
2017-07-29,0.0,58.7,57.7,67.6,49.3,0
2017-07-30,0.0,58.7,59.2,69.4,52.7,0
2017-07-31,0.0,58.8,62.2,71.6,52.7,0
2017-08-01,0.0,58.8,63.0,70.3,55.0,0
2017-08-02,0.0,58.8,60.6,70.3,53.6,0
2017-08-03,0.0,58.8,59.7,68.0,53.1,0
2017-08-04,0.0,58.8,60.6,68.2,54.3,0
2017-08-05,0.0,58.8,57.2,64.8,50.2,0
2017-08-06,0.0,58.8,54.1,62.2,47.5,0
2017-08-07,0.0,58.8,53.2,60.4,46.6,0
2017-08-08,0.0,58.9,50.2,58.6,44.1,0
2017-08-09,0.0,59.0,51.3,61.9,43.9,0
2017-08-10,0.0,59.1,52.0,62.6,42.3,0
2017-08-11,0.0,59.1,54.9,63.3,47.5,0
2017-08-12,0.0,59.1,56.5,66.2,47.7,0
2017-08-13,0.0,59.1,54.9,61.7,47.8,0
2017-08-14,0.0,59.2,44.2,49.3,39.0,0
2017-08-15,0.0,59.3,45.9,56.1,38.1,0
2017-08-16,0.0,59.3,51.6,60.6,43.2,0
2017-08-17,0.0,59.3,53.2,61.0,46.8,0
2017-08-18,0.0,59.3,55.8,65.5,47.8,0
2017-08-19,0.0,59.3,56.7,65.1,50.9,0
2017-08-20,0.0,59.3,55.2,64.2,49.5,0
2017-08-21,0.0,59.3,54.9,64.4,49.3,0
2017-08-22,0.0,59.3,58.3,68.9,48.6,0
2017-08-23,0.0,59.3,53.8,61.9,46.8,0
2017-08-24,0.0,59.4,53.2,61.9,46.2,0
2017-08-25,0.0,59.4,54.9,64.0,45.7,0
2017-08-26,0.0,59.4,58.3,66.0,50.7,0
2017-08-27,0.0,59.4,60.6,72.0,51.8,0
2017-08-28,0.0,59.4,62.2,72.7,53.1,0
2017-08-29,0.0,59.4,62.1,71.1,55.4,0
2017-08-30,0.0,59.4,58.6,68.2,52.5,0
2017-08-31,0.0,59.4,54.0,58.8,49.8,0
2017-09-01,0.0,59.5,55.2,65.7,46.2,0
2017-09-02,0.0,59.5,60.8,71.6,49.8,0
2017-09-03,0.0,59.5,64.4,74.1,57.7,0
2017-09-04,0.0,59.5,62.2,71.8,54.0,0
2017-09-05,0.0,59.5,58.8,69.1,51.6,0
2017-09-06,0.0,59.5,58.8,68.0,50.4,0
2017-09-07,0.0,59.5,59.2,67.3,53.2,0
2017-09-08,0.0,59.5,57.2,65.7,52.2,0
2017-09-09,0.0,59.5,55.8,63.1,51.3,0
2017-09-10,0.0,59.5,53.4,61.5,49.1,0
2017-09-11,0.0,59.5,56.7,66.4,47.5,0
2017-09-12,0.0,59.5,57.2,67.3,49.5,0
2017-09-13,0.0,59.5,52.2,59.0,43.9,0
2017-09-14,0.0,59.7,45.5,49.8,37.2,0
2017-09-15,0.0,60.7,32.2,38.3,28.2,0
2017-09-16,0.0,61.4,25.9,28.8,23.9,0
2017-09-17,0.0,61.8,36.3,44.8,25.5,0
2017-09-18,0.0,62.0,40.3,47.3,32.0,0
2017-09-19,0.0,62.2,25.7,32.9,23.4,0
2017-09-20,0.0,62.7,29.3,36.7,23.4,0
2017-09-21,1.1,63.6,30.6,37.0,27.0,10
2017-09-22,1.9,64.4,27.7,35.8,21.6,14
2017-09-23,2.0,64.8,28.0,42.1,17.8,15
2017-09-24,2.0,65.0,32.0,41.7,28.2,13
2017-09-25,1.9,65.2,28.8,35.8,24.4,10
2017-09-26,2.1,65.4,33.4,41.9,26.8,12
2017-09-27,2.0,65.5,39.2,49.5,32.2,11
2017-09-28,2.0,65.5,41.9,53.6,33.3,9
2017-09-29,1.9,65.6,39.0,48.2,32.7,9
2017-09-30,1.9,65.6,34.0,38.8,28.8,7
2017-10-01,3.5,0.0,24.3,28.8,20.8,21
2017-10-02,4.3,0.6,23.5,31.6,17.1,23
2017-10-03,4.4,0.7,25.9,38.3,16.0,21
2017-10-04,4.3,1.0,31.8,40.3,25.0,21
2017-10-05,4.6,1.2,29.5,40.8,21.9,21
2017-10-06,4.5,1.3,29.3,34.3,24.3,21
2017-10-07,4.5,1.3,36.3,42.8,31.3,20
2017-10-08,4.4,1.3,23.5,31.3,17.4,18
2017-10-09,4.8,1.5,21.7,32.9,12.7,22
2017-10-10,4.7,1.5,32.4,43.5,22.5,21
2017-10-11,4.8,1.7,34.9,42.1,26.8,21
2017-10-12,4.8,1.7,23.0,28.2,18.0,20
2017-10-13,4.7,1.7,23.4,28.8,19.9,20
2017-10-14,4.9,1.8,17.2,21.9,12.0,26
2017-10-15,5.4,2.1,30.4,42.8,14.5,26
2017-10-16,5.5,2.4,37.0,46.2,31.6,25
2017-10-17,5.5,2.4,39.9,47.8,32.9,24
2017-10-18,5.5,2.4,38.8,45.7,33.3,22
2017-10-19,5.4,2.4,43.9,51.3,38.7,22
2017-10-20,5.4,2.5,29.3,43.7,16.9,21
2017-10-21,7.3,3.6,18.3,23.0,16.3,32
2017-10-22,8.0,3.8,28.8,31.5,23.0,38
2017-10-23,8.1,4.1,24.3,30.9,19.4,36
2017-10-24,8.1,4.1,32.5,46.4,21.7,35
2017-10-25,8.1,4.1,39.4,46.4,32.9,33
2017-10-26,8.1,4.1,29.8,39.6,23.5,33
2017-10-27,8.0,4.1,31.5,40.3,23.0,32
2017-10-28,8.1,4.1,35.6,47.1,28.4,31
2017-10-29,8.1,4.1,35.8,45.3,26.4,30
2017-10-30,8.0,4.1,24.6,34.9,19.4,30
2017-10-31,7.9,4.1,22.5,26.4,16.3,30
2017-11-01,8.0,4.1,26.6,31.8,21.4,29
2017-11-02,8.9,4.8,25.3,28.0,21.6,36
2017-11-03,9.6,5.3,28.0,29.8,26.6,40
2017-11-04,11.2,5.8,20.1,26.8,13.3,46
2017-11-05,12.4,6.6,15.1,17.8,10.6,51
2017-11-06,12.4,6.7,14.0,18.3,4.6,50
2017-11-07,12.6,7.0,9.1,28.8,1.8,51
2017-11-08,12.6,7.0,19.0,26.6,9.9,49
2017-11-09,12.7,7.3,26.6,30.4,21.6,49
2017-11-10,12.8,7.4,25.0,27.3,22.1,48
2017-11-11,12.8,7.5,21.2,25.5,15.4,47
2017-11-12,13.6,7.8,26.6,36.1,16.2,51
2017-11-13,13.7,8.0,31.8,39.4,27.5,49
2017-11-14,13.7,8.0,21.7,29.7,14.0,48
2017-11-15,13.6,8.0,26.4,31.5,18.3,48
2017-11-16,14.3,8.4,27.9,30.7,23.7,52
2017-11-17,15.3,8.8,15.4,23.7,3.9,57
2017-11-18,15.9,9.1,9.9,16.9,3.9,62
2017-11-19,15.9,9.2,16.9,24.4,10.8,60
2017-11-20,16.0,9.4,24.1,29.5,20.8,69
2017-11-21,16.8,10.0,29.3,34.3,21.7,68
2017-11-22,17.2,10.3,35.1,36.0,34.3,58
2017-11-23,17.0,10.4,36.9,40.3,34.2,68
2017-11-24,17.0,10.4,27.7,34.5,21.0,70
2017-11-25,17.8,11.0,27.7,34.7,21.0,75
2017-11-26,17.8,11.0,41.0,48.6,33.8,75
2017-11-27,17.9,11.0,25.9,37.9,14.2,68
2017-11-28,18.8,11.6,19.6,27.3,10.2,63
2017-11-29,18.8,11.7,15.8,23.4,9.3,60
2017-11-30,19.1,11.7,19.4,26.2,12.0,60
2017-12-01,19.6,11.9,18.0,20.5,15.6,61
2017-12-02,19.8,12.0,25.0,29.7,20.5,63
2017-12-03,19.9,12.2,21.4,29.5,12.6,62
2017-12-04,20.6,12.4,7.9,13.1,4.5,67
2017-12-05,20.6,12.4,8.8,16.7,3.6,68
2017-12-06,20.6,12.4,9.3,16.5,6.3,67
2017-12-07,20.6,12.4,19.2,30.0,9.0,66
2017-12-08,20.7,12.6,24.8,36.7,19.9,65
2017-12-09,20.7,12.6,27.3,38.3,22.3,64
2017-12-10,20.7,12.6,27.5,38.7,21.6,63
2017-12-11,20.8,12.6,33.8,45.5,27.3,62
2017-12-12,20.8,12.7,32.2,41.2,25.3,61
2017-12-13,20.8,12.7,23.2,31.5,14.4,60
2017-12-14,20.9,12.7,17.8,29.1,10.6,62
2017-12-15,20.8,12.7,20.8,25.2,13.1,62
2017-12-16,20.9,12.8,14.4,20.8,5.4,60
2017-12-17,21.0,12.8,8.8,12.2,5.2,62
2017-12-18,21.1,12.9,16.5,19.6,9.3,62
2017-12-19,21.3,13.0,21.2,23.5,18.9,62
2017-12-20,21.4,13.1,15.4,23.7,5.9,63
2017-12-21,21.5,13.1,7.5,20.1,3.0,62
2017-12-22,21.5,13.1,7.2,9.9,4.6,59
2017-12-23,22.6,13.3,3.0,11.8,-9.8,75
2017-12-24,22.8,13.3,2.1,13.3,-8.0,76
2017-12-25,23.1,13.7,12.4,14.7,10.8,74
2017-12-26,23.5,13.9,9.5,11.7,4.6,73
2017-12-27,23.6,14.0,16.5,19.6,11.3,73
2017-12-28,23.7,14.1,18.9,20.5,16.9,72
2017-12-29,23.7,14.2,24.1,28.8,20.3,71
2017-12-30,24.2,14.3,19.0,28.8,6.3,71
2017-12-31,23.7,14.3,10.0,20.3,4.5,69
2018-01-01,23.9,14.3,13.6,23.0,7.0,68
2018-01-02,23.8,14.3,21.4,34.3,8.1,68
2018-01-03,24.0,14.5,27.0,34.7,22.1,68
2018-01-04,24.1,14.6,27.0,36.3,20.8,67
2018-01-05,24.1,14.7,27.3,29.5,25.3,67
2018-01-06,24.2,14.7,23.5,27.1,17.4,67
2018-01-07,24.8,15.0,17.6,19.6,15.4,70
2018-01-08,24.7,15.0,25.3,29.8,17.4,70
2018-01-09,24.8,15.2,27.9,29.3,25.2,69
2018-01-10,25.5,15.5,16.9,27.7,7.5,72
2018-01-11,26.3,15.7,14.7,23.5,7.3,79
2018-01-12,27.9,16.6,20.8,23.5,19.2,86
2018-01-13,28.4,17.0,20.5,24.4,15.8,86
2018-01-14,28.4,17.0,19.6,26.6,14.9,81
2018-01-15,28.4,17.0,18.3,30.6,14.0,82
2018-01-16,28.4,17.0,19.2,30.6,14.4,83
